question_id,pipeline,rank,chunk_id,score,distance,page,chapter,section,labels,metadata_filter_used,metadata_filter_fallback_used
Q25,metadata,3,B-0069,0.3887554407,0.6112445593,45,BAB III,C. Diabetes Melitus Tipe-1,aktivitas fisik dm tipe-1|hipoglikemia|komplikasi akut kad,1,0
Q25,metadata,4,B-0117,0.3875248432,0.6124751568,67,BAB III,C. Diabetes Melitus Tipe-1,manajemen di sekolah|hipoglikemia|edukasi diabetes dm tipe-1,1,0
Q25,metadata,5,B-0019,0.3619619608,0.6380380392,21,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan dm tipe-1|hipoglikemia|pemantauan hba1c,1,0
Q26,baseline,1,A-0080,0.4939567447,0.5060432553,,,,,0,0
Q26,baseline,2,A-0079,0.4292203784,0.5707796216,,,,,0,0
Q26,baseline,3,A-0010,0.2751246095,0.7248753905,,,,,0,0
Q26,baseline,4,A-0089,0.2452387214,0.7547612786,,,,,0,0
Q26,baseline,5,A-0090,0.2443104982,0.7556895018,,,,,0,0
Q26,metadata,1,B-0080,0.4939567447,0.5060432553,50,BAB III,C. Diabetes Melitus Tipe-1,pemeriksaan keton,1,0
Q26,metadata,2,B-0079,0.4292203784,0.5707796216,50,BAB III,C. Diabetes Melitus Tipe-1,pemantauan glukosa|pemeriksaan keton|tata laksana saat sakit,1,0
Q26,metadata,3,B-0089,0.2452387214,0.7547612786,55,BAB III,C. Diabetes Melitus Tipe-1,pemeriksaan keton|tata laksana saat sakit|komplikasi akut kad,1,0
Q26,metadata,4,B-0090,0.2443104982,0.7556895018,55,BAB III,C. Diabetes Melitus Tipe-1,tata laksana saat sakit|pemeriksaan keton|komplikasi akut kad,1,0
Q26,metadata,5,B-0211,0.2144894004,0.7855105996,113,BAB IV,A. Diabetes Melitus Tipe-1,pemantauan glukosa|pemeriksaan keton|komplikasi akut kad,1,0
Q27,baseline,1,A-0085,0.4226677418,0.5773322582,,,,,0,0
Q27,baseline,2,A-0092,0.3044973612,0.6955026388,,,,,0,0
Q27,baseline,3,A-0117,0.3042917252,0.6957082748,,,,,0,0
Q27,baseline,4,A-0084,0.3012297153,0.6987702847,,,,,0,0
Q27,baseline,5,A-0120,0.2951799631,0.7048200369,,,,,0,0
Q27,metadata,1,B-0085,0.4226677418,0.5773322582,53,BAB III,C. Diabetes Melitus Tipe-1,tata laksana saat sakit|penyesuaian insulin|pemeriksaan keton,1,0
Q27,metadata,2,B-0117,0.3042917252,0.6957082748,67,BAB III,C. Diabetes Melitus Tipe-1,manajemen di sekolah|hipoglikemia|edukasi diabetes dm tipe-1,1,0
Q27,metadata,3,B-0084,0.3012297153,0.6987702847,52,BAB III,C. Diabetes Melitus Tipe-1,tata laksana saat sakit|komplikasi akut kad|pemeriksaan keton,1,0
Q27,metadata,4,B-0122,0.2884380817,0.7115619183,69,BAB III,C. Diabetes Melitus Tipe-1,manajemen saat perjalanan|edukasi diabetes dm tipe-1|penyesuaian insulin,1,0
Q27,metadata,5,B-0128,0.2839769125,0.7160230875,72,BAB III,C. Diabetes Melitus Tipe-1,aspek psikososial|peran tim kesehatan diabetes anak|edukasi diabetes dm tipe-1,1,0
Q28,baseline,1,A-0092,0.3950565457,0.6049434543,,,,,0,0
Q28,baseline,2,A-0094,0.2624179125,0.7375820875,,,,,0,0
Q28,baseline,3,A-0093,0.2371243238,0.7628756762,,,,,0,0
Q28,baseline,4,A-0098,0.2159565687,0.7840434313,,,,,0,0
Q28,baseline,5,A-0129,0.1864327788,0.8135672212,,,,,0,0
Q28,metadata,1,B-0092,0.3950565457,0.6049434543,56,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan operasi|hipoglikemia|komplikasi akut kad,1,0
Q28,metadata,2,B-0094,0.2624179125,0.7375820875,57,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan operasi|pemantauan glukosa|terapi insulin,1,0
Q28,metadata,3,B-0093,0.2371243238,0.7628756762,56,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan operasi|komplikasi akut kad,1,0
Q28,metadata,4,B-0098,0.2159565687,0.7840434313,59,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan operasi|penyesuaian insulin|pemantauan glukosa,1,0
Q28,metadata,5,B-0129,0.1864327788,0.8135672212,73,BAB III,C. Diabetes Melitus Tipe-1,aspek psikososial|pengelolaan dm tipe-1,1,0
Q29,baseline,1,A-0111,0.5038778186,0.4961221814,,,,,0,0
Q29,baseline,2,A-0113,0.4922258258,0.5077741742,,,,,0,0
Q29,baseline,3,A-0112,0.4741709232,0.5258290768,,,,,0,0
Q29,baseline,4,A-0021,0.4528458714,0.5471541286,,,,,0,0
Q29,baseline,5,A-0116,0.3700197935,0.6299802065,,,,,0,0
Q29,metadata,1,B-0111,0.5038778186,0.4961221814,64,BAB III,C. Diabetes Melitus Tipe-1,edukasi diabetes dm tipe-1|aspek psikososial,1,0
Q29,metadata,2,B-0113,0.4922258258,0.5077741742,65,BAB III,C. Diabetes Melitus Tipe-1,edukasi diabetes dm tipe-1|manajemen di sekolah|tata laksana saat sakit,1,0
Q29,metadata,3,B-0112,0.4741709232,0.5258290768,65,BAB III,C. Diabetes Melitus Tipe-1,edukasi diabetes dm tipe-1|peran tim kesehatan diabetes anak|aspek psikososial,1,0
Q29,metadata,4,B-0021,0.4528458714,0.5471541286,22,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan dm tipe-1|edukasi diabetes dm tipe-1|manajemen di sekolah,1,0
Q29,metadata,5,B-0116,0.3700197935,0.6299802065,66,BAB III,C. Diabetes Melitus Tipe-1,manajemen di sekolah|edukasi diabetes dm tipe-1|aspek psikososial,1,0
Q30,baseline,1,A-0221,0.4985791445,0.5014208555,,,,,0,0
Q30,baseline,2,A-0177,0.3721801043,0.6278198957,,,,,0,0
Q30,baseline,3,A-0013,0.3416947126,0.6583052874,,,,,0,0
Q30,baseline,4,A-0130,0.3296484351,0.6703515649,,,,,0,0
Q30,baseline,5,A-0173,0.3274370432,0.6725629568,,,,,0,0
Q30,metadata,1,B-0221,0.4986622334,0.5013377666,117,BAB IV,G. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|rekomendasi dm tipe-2,1,0
Q30,metadata,2,B-0193,0.2956312299,0.7043687701,104,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|monitoring dm tipe-2,1,0
Q30,metadata,3,B-0220,0.2939345837,0.7060654163,117,BAB IV,G. Diabetes Melitus Tipe-2,monitoring dm tipe-2|komplikasi dm tipe-2|terapi medikamentosa dm tipe-2,1,0
Q30,metadata,4,B-0222,0.2898263931,0.7101736069,118,BAB IV,G. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q30,metadata,5,B-0194,0.2860522866,0.7139477134,104,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2,1,0
Q31,baseline,1,A-0003,0.519346863,0.480653137,,,,,0,0
Q31,baseline,2,A-0001,0.4145575762,0.5854424238,,,,,0,0
Q31,baseline,3,A-0002,0.4026402235,0.5973597765,,,,,0,0
Q31,baseline,4,A-0177,0.3875552416,0.6124447584,,,,,0,0
Q31,baseline,5,A-0178,0.3101710677,0.6898289323,,,,,0,0
Q31,metadata,1,B-0003,0.519346863,0.480653137,14,BAB III,A. Definisi dan Klasifikasi,klasifikasi diabetes|diagnosis dm tipe-1,1,0
Q31,metadata,2,B-0001,0.4145575762,0.5854424238,13,BAB III,A. Definisi dan Klasifikasi,klasifikasi diabetes|definisi diabetes|pemeriksaan c-peptida,1,0
Q31,metadata,3,B-0002,0.4026402235,0.5973597765,13,BAB III,A. Definisi dan Klasifikasi,klasifikasi diabetes|pemeriksaan c-peptida,1,0
Q31,metadata,4,B-0177,0.3875552416,0.6124447584,96,BAB III,D. Diabetes Melitus Tipe-2,diagnosis dm tipe-2|skrining komorbiditas dm tipe-1,1,0
Q31,metadata,5,B-0004,0.2910004854,0.7089995146,14,BAB III,A. Definisi dan Klasifikasi,klasifikasi diabetes|diagnosis dm tipe-1|pemeriksaan c-peptida,1,0
Q32,baseline,1,A-0002,0.4554980993,0.5445019007,,,,,0,0
Q32,baseline,2,A-0011,0.3689728379,0.6310271621,,,,,0,0
Q32,baseline,3,A-0005,0.3297810555,0.6702189445,,,,,0,0
Q32,baseline,4,A-0010,0.303437233,0.696562767,,,,,0,0
Q32,baseline,5,A-0006,0.2620218396,0.7379781604,,,,,0,0
Q32,metadata,1,B-0002,0.4554980993,0.5445019007,13,BAB III,A. Definisi dan Klasifikasi,klasifikasi diabetes|pemeriksaan c-peptida,1,0
Q32,metadata,2,B-0011,0.3689728379,0.6310271621,17,BAB III,C. Diabetes Melitus Tipe-1,diagnosis dm tipe-1|pemeriksaan c-peptida,1,0
Q32,metadata,3,B-0005,0.3297810555,0.6702189445,15,BAB III,A. Definisi dan Klasifikasi,diagnosis dm tipe-1|pemeriksaan c-peptida,1,0
Q32,metadata,4,B-0010,0.303437233,0.696562767,17,BAB III,C. Diabetes Melitus Tipe-1,pemeriksaan c-peptida|pemeriksaan insulin|diagnosis umum diabetes,1,0
Q32,metadata,5,B-0006,0.2620218396,0.7379781604,15,BAB III,A. Definisi dan Klasifikasi,diagnosis dm tipe-1|klasifikasi diabetes,1,0
Q33,baseline,1,A-0222,0.4684454203,0.5315545797,,,,,0,0
Q33,baseline,2,A-0221,0.4501245022,0.5498754978,,,,,0,0
Q33,baseline,3,A-0193,0.4312607646,0.5687392354,,,,,0,0
Q33,baseline,4,A-0013,0.4092185497,0.5907814503,,,,,0,0
Q33,baseline,5,A-0192,0.3501367569,0.6498632431,,,,,0,0
Q33,metadata,1,B-0013,0.4092185497,0.5907814503,18,BAB III,C. Diabetes Melitus Tipe-1,skrining komorbiditas dm tipe-1|skrining komplikasi dm tipe-1,1,0
Q33,metadata,2,B-0173,0.3212146759,0.6787853241,94,BAB III,C. Diabetes Melitus Tipe-1,komplikasi kronik dm tipe-1|skrining komplikasi dm tipe-1,1,0
Q33,metadata,3,B-0177,0.2533499002,0.7466500998,96,BAB III,D. Diabetes Melitus Tipe-2,diagnosis dm tipe-2|skrining komorbiditas dm tipe-1,1,0
Q33,metadata,4,B-0167,0.2214649916,0.7785350084,91,BAB III,C. Diabetes Melitus Tipe-1,skrining komplikasi dm tipe-1|komplikasi kronik dm tipe-1,1,0
Q33,metadata,5,B-0174,0.1690850854,0.8309149146,94,BAB III,C. Diabetes Melitus Tipe-1,skrining komplikasi dm tipe-1|komplikasi kronik dm tipe-1,1,0
Q34,baseline,1,A-0019,0.438853085,0.561146915,,,,,0,0
Q34,baseline,2,A-0043,0.4331719875,0.5668280125,,,,,0,0
Q34,baseline,3,A-0041,0.4073907137,0.5926092863,,,,,0,0
Q34,baseline,4,A-0057,0.402361393,0.597638607,,,,,0,0
Q34,baseline,5,A-0067,0.4016312957,0.5983687043,,,,,0,0
Q34,metadata,1,B-0019,0.438853085,0.561146915,21,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan dm tipe-1|hipoglikemia|pemantauan hba1c,1,0
Q34,metadata,2,B-0041,0.4073907137,0.5926092863,32,BAB III,C. Diabetes Melitus Tipe-1,regimen insulin|penyesuaian insulin|terapi insulin,1,0
Q34,metadata,3,B-0206,0.3993895054,0.6006104946,111,BAB IV,A. Diabetes Melitus Tipe-1,pengelolaan dm tipe-1|rekomendasi dm tipe-1|terapi insulin,1,0
Q34,metadata,4,B-0030,0.3844127655,0.6155872345,26,BAB III,C. Diabetes Melitus Tipe-1,jenis insulin|terapi insulin|regimen insulin,1,0
Q34,metadata,5,B-0042,0.3827972412,0.6172027588,32,BAB III,C. Diabetes Melitus Tipe-1,regimen insulin|terapi insulin|pemantauan hba1c,1,0
Q35,baseline,1,A-0049,0.4798595309,0.5201404691,,,,,0,0
Q35,baseline,2,A-0109,0.3564935923,0.6435064077,,,,,0,0
Q35,baseline,3,A-0067,0.3088264465,0.6911735535,,,,,0,0
Q35,baseline,4,A-0066,0.2861357927,0.7138642073,,,,,0,0
Q35,baseline,5,A-0108,0.2724548578,0.7275451422,,,,,0,0
Q35,metadata,1,B-0049,0.4798595309,0.5201404691,36,BAB III,C. Diabetes Melitus Tipe-1,penyesuaian insulin|puasa ramadhan|pemantauan glukosa,1,0
Q35,metadata,2,B-0109,0.3564935923,0.6435064077,63,BAB III,C. Diabetes Melitus Tipe-1,puasa ramadhan|regimen insulin|penyesuaian insulin,1,0
Q35,metadata,3,B-0067,0.3088264465,0.6911735535,44,BAB III,C. Diabetes Melitus Tipe-1,pengaturan makan dm tipe-1|regimen insulin,1,0
Q35,metadata,4,B-0066,0.2861357927,0.7138642073,43,BAB III,C. Diabetes Melitus Tipe-1,pengaturan makan dm tipe-1|regimen insulin,1,0
Q35,metadata,5,B-0108,0.2724548578,0.7275451422,63,BAB III,C. Diabetes Melitus Tipe-1,puasa ramadhan|penyesuaian insulin|pemeriksaan keton,1,0
Q36,baseline,1,A-0070,0.4266216755,0.5733783245,,,,,0,0
Q36,baseline,2,A-0073,0.3401846886,0.6598153114,,,,,0,0
Q36,baseline,3,A-0177,0.3300709724,0.6699290276,,,,,0,0
Q36,baseline,4,A-0069,0.3150651455,0.6849348545,,,,,0,0
Q36,baseline,5,A-0221,0.3076719046,0.6923280954,,,,,0,0
Q36,metadata,1,B-0070,0.4266216755,0.5733783245,45,BAB III,C. Diabetes Melitus Tipe-1,aktivitas fisik dm tipe-1|penyesuaian insulin|hipoglikemia,1,0
Q36,metadata,2,B-0073,0.3401846886,0.6598153114,47,BAB III,C. Diabetes Melitus Tipe-1,aktivitas fisik dm tipe-1|penyesuaian insulin|pemantauan glukosa,1,0
Q36,metadata,3,B-0069,0.3150651455,0.6849348545,45,BAB III,C. Diabetes Melitus Tipe-1,aktivitas fisik dm tipe-1|hipoglikemia|komplikasi akut kad,1,0
Q36,metadata,4,B-0114,0.2268943787,0.7731056213,65,BAB III,C. Diabetes Melitus Tipe-1,edukasi diabetes dm tipe-1|aspek psikososial|aktivitas fisik dm tipe-1,1,0
Q36,metadata,5,B-0075,0.1484326124,0.8515673876,48,BAB III,C. Diabetes Melitus Tipe-1,aktivitas fisik dm tipe-1|pemantauan glukosa|penyesuaian insulin,1,0
Q37,baseline,1,A-0042,0.3865309954,0.6134690046,,,,,0,0
Q37,baseline,2,A-0043,0.36807096,0.63192904,,,,,0,0
Q37,baseline,3,A-0019,0.3663253188,0.6336746812,,,,,0,0
Q37,baseline,4,A-0057,0.362113595,0.637886405,,,,,0,0
Q37,baseline,5,A-0021,0.3420746922,0.6579253078,,,,,0,0
Q37,metadata,1,B-0042,0.3865309954,0.6134690046,32,BAB III,C. Diabetes Melitus Tipe-1,regimen insulin|terapi insulin|pemantauan hba1c,1,0
Q37,metadata,2,B-0095,0.3186604977,0.6813395023,57,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan operasi|penyesuaian insulin|pemantauan glukosa,1,0
Q37,metadata,3,B-0041,0.3166478872,0.6833521128,32,BAB III,C. Diabetes Melitus Tipe-1,regimen insulin|penyesuaian insulin|terapi insulin,1,0
Q37,metadata,4,B-0206,0.3103592396,0.6896407604,111,BAB IV,A. Diabetes Melitus Tipe-1,pengelolaan dm tipe-1|rekomendasi dm tipe-1|terapi insulin,1,0
Q37,metadata,5,B-0096,0.310295701,0.689704299,58,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan operasi|penyesuaian insulin|pemantauan glukosa,1,0
Q38,baseline,1,A-0105,0.4213511348,0.5786488652,,,,,0,0
Q38,baseline,2,A-0102,0.3625662327,0.6374337673,,,,,0,0
Q38,baseline,3,A-0101,0.3544957638,0.6455042362,,,,,0,0
Q38,baseline,4,A-0104,0.3363075256,0.6636924744,,,,,0,0
Q38,baseline,5,A-0070,0.2114049196,0.7885950804,,,,,0,0
Q38,metadata,1,B-0105,0.4213511348,0.5786488652,61,BAB III,C. Diabetes Melitus Tipe-1,puasa ramadhan|edukasi diabetes dm tipe-1|pemantauan glukosa,1,0
Q38,metadata,2,B-0102,0.3625662327,0.6374337673,60,BAB III,C. Diabetes Melitus Tipe-1,puasa ramadhan|edukasi diabetes dm tipe-1,1,0
Q38,metadata,3,B-0101,0.3544957638,0.6455042362,60,BAB III,C. Diabetes Melitus Tipe-1,puasa ramadhan|pengelolaan dm tipe-1|komplikasi akut kad,1,0
Q38,metadata,4,B-0104,0.3363075256,0.6636924744,61,BAB III,C. Diabetes Melitus Tipe-1,puasa ramadhan|hipoglikemia|komplikasi akut kad,1,0
Q38,metadata,5,B-0103,0.1867755055,0.8132244945,60,BAB III,C. Diabetes Melitus Tipe-1,puasa ramadhan|edukasi diabetes dm tipe-1,1,0
Q39,baseline,1,A-0013,0.4168909788,0.5831090212,,,,,0,0
Q39,baseline,2,A-0221,0.40368855,0.59631145,,,,,0,0
Q39,baseline,3,A-0194,0.3627016544,0.6372983456,,,,,0,0
Q39,baseline,4,A-0195,0.3139454126,0.6860545874,,,,,0,0
Q39,baseline,5,A-0005,0.2900441885,0.7099558115,,,,,0,0
Q39,metadata,1,B-0013,0.4168909788,0.5831090212,18,BAB III,C. Diabetes Melitus Tipe-1,skrining komorbiditas dm tipe-1|skrining komplikasi dm tipe-1,1,0
Q39,metadata,2,B-0173,0.2791386843,0.7208613157,94,BAB III,C. Diabetes Melitus Tipe-1,komplikasi kronik dm tipe-1|skrining komplikasi dm tipe-1,1,0
Q39,metadata,3,B-0167,0.2714760303,0.7285239697,91,BAB III,C. Diabetes Melitus Tipe-1,skrining komplikasi dm tipe-1|komplikasi kronik dm tipe-1,1,0
Q39,metadata,4,B-0169,0.2530319691,0.7469680309,92,BAB III,C. Diabetes Melitus Tipe-1,komplikasi kronik dm tipe-1|skrining komplikasi dm tipe-1,1,0
Q39,metadata,5,B-0168,0.2484306097,0.7515693903,91,BAB III,C. Diabetes Melitus Tipe-1,skrining komplikasi dm tipe-1|komplikasi kronik dm tipe-1,1,0
Q40,baseline,1,A-0175,0.3528069258,0.6471930742,,,,,0,0
Q40,baseline,2,A-0207,0.3374429941,0.6625570059,,,,,0,0
Q40,baseline,3,A-0076,0.3045668602,0.6954331398,,,,,0,0
Q40,baseline,4,A-0046,0.2954815626,0.7045184374,,,,,0,0
Q40,baseline,5,A-0221,0.2638462782,0.7361537218,,,,,0,0
Q40,metadata,1,B-0175,0.3528069258,0.6471930742,95,BAB III,C. Diabetes Melitus Tipe-1,pertumbuhan dm tipe-1|skrining komorbiditas dm tipe-1,1,0
Q40,metadata,2,B-0176,0.2543797493,0.7456202507,95,BAB III,C. Diabetes Melitus Tipe-1,pertumbuhan dm tipe-1|penyakit penyerta dm tipe-1|pengelolaan dm tipe-1,1,0
Q40,metadata,3,B-0019,0.2219105363,0.7780894637,21,BAB III,C. Diabetes Melitus Tipe-1,pengelolaan dm tipe-1|hipoglikemia|pemantauan hba1c,1,0
Q40,metadata,4,B-0206,0.1904333234,0.8095666766,111,BAB IV,A. Diabetes Melitus Tipe-1,pengelolaan dm tipe-1|rekomendasi dm tipe-1|terapi insulin,1,0
Q40,metadata,5,B-0129,0.1756014824,0.8243985176,73,BAB III,C. Diabetes Melitus Tipe-1,aspek psikososial|pengelolaan dm tipe-1,1,0
Q41,baseline,1,A-0112,0.4167170525,0.5832829475,,,,,0,0
Q41,baseline,2,A-0113,0.4081376195,0.5918623805,,,,,0,0
Q41,baseline,3,A-0021,0.4068301916,0.5931698084,,,,,0,0
Q41,baseline,4,A-0182,0.3892320991,0.6107679009,,,,,0,0
Q41,baseline,5,A-0116,0.3381552696,0.6618447304,,,,,0,0
Q41,metadata,1,B-0182,0.3892320991,0.6107679009,98,BAB III,D. Diabetes Melitus Tipe-2,pengaturan makan dm tipe-2|edukasi dm tipe-2,1,0
Q41,metadata,2,B-0187,0.2715613842,0.7284386158,101,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|gaya hidup dm tipe-2,1,0
Q41,metadata,3,B-0219,0.2296179533,0.7703820467,116,BAB IV,G. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|pengaturan makan dm tipe-2|aktivitas fisik dm tipe-2,1,0
Q41,metadata,4,B-0179,0.2272575498,0.7727424502,97,BAB III,D. Diabetes Melitus Tipe-2,edukasi dm tipe-2|gaya hidup dm tipe-2|pengaturan makan dm tipe-2,1,0
Q41,metadata,5,B-0186,0.2081454396,0.7918545604,100,BAB III,D. Diabetes Melitus Tipe-2,aktivitas fisik dm tipe-2|gaya hidup dm tipe-2,1,0
Q42,baseline,1,A-0182,0.2985450625,0.7014549375,,,,,0,0
Q42,baseline,2,A-0059,0.2282289267,0.7717710733,,,,,0,0
Q42,baseline,3,A-0181,0.1898617744,0.8101382256,,,,,0,0
Q42,baseline,4,A-0180,0.1723659635,0.8276340365,,,,,0,0
Q42,baseline,5,A-0021,0.1700578928,0.8299421072,,,,,0,0
Q42,metadata,1,B-0182,0.2985450625,0.7014549375,98,BAB III,D. Diabetes Melitus Tipe-2,pengaturan makan dm tipe-2|edukasi dm tipe-2,1,0
Q42,metadata,2,B-0181,0.1898617744,0.8101382256,98,BAB III,D. Diabetes Melitus Tipe-2,pengaturan makan dm tipe-2|edukasi dm tipe-2,1,0
Q42,metadata,3,B-0180,0.1723659635,0.8276340365,97,BAB III,D. Diabetes Melitus Tipe-2,gaya hidup dm tipe-2|pengaturan makan dm tipe-2|edukasi dm tipe-2,1,0
Q42,metadata,4,B-0187,0.1449082494,0.8550917506,101,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|gaya hidup dm tipe-2,1,0
Q42,metadata,5,B-0183,0.1349713802,0.8650286198,99,BAB III,D. Diabetes Melitus Tipe-2,aktivitas fisik dm tipe-2|pengaturan makan dm tipe-2,1,0
Q43,baseline,1,A-0184,0.5496659577,0.4503340423,,,,,0,0
Q43,baseline,2,A-0183,0.5076890588,0.4923109412,,,,,0,0
Q43,baseline,3,A-0186,0.3326742649,0.6673257351,,,,,0,0
Q43,baseline,4,A-0069,0.308275342,0.691724658,,,,,0,0
Q43,baseline,5,A-0182,0.2758347988,0.7241652012,,,,,0,0
Q43,metadata,1,B-0184,0.5496659577,0.4503340423,99,BAB III,D. Diabetes Melitus Tipe-2,aktivitas fisik dm tipe-2|gaya hidup dm tipe-2,1,0
Q43,metadata,2,B-0183,0.5076890588,0.4923109412,99,BAB III,D. Diabetes Melitus Tipe-2,aktivitas fisik dm tipe-2|pengaturan makan dm tipe-2,1,0
Q43,metadata,3,B-0186,0.3326742649,0.6673257351,100,BAB III,D. Diabetes Melitus Tipe-2,aktivitas fisik dm tipe-2|gaya hidup dm tipe-2,1,0
Q43,metadata,4,B-0180,0.1528395414,0.8471604586,97,BAB III,D. Diabetes Melitus Tipe-2,gaya hidup dm tipe-2|pengaturan makan dm tipe-2|edukasi dm tipe-2,1,0
Q43,metadata,5,B-0187,0.1478348374,0.8521651626,101,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|gaya hidup dm tipe-2,1,0
Q44,baseline,1,A-0184,0.4724037051,0.5275962949,,,,,0,0
Q44,baseline,2,A-0183,0.4145127535,0.5854872465,,,,,0,0
Q44,baseline,3,A-0186,0.3496623039,0.6503376961,,,,,0,0
Q44,baseline,4,A-0069,0.2001879811,0.7998120189,,,,,0,0
Q44,baseline,5,A-0182,0.1680479646,0.8319520354,,,,,0,0
Q44,metadata,1,B-0184,0.4724037051,0.5275962949,99,BAB III,D. Diabetes Melitus Tipe-2,aktivitas fisik dm tipe-2|gaya hidup dm tipe-2,1,0
Q44,metadata,2,B-0183,0.4145127535,0.5854872465,99,BAB III,D. Diabetes Melitus Tipe-2,aktivitas fisik dm tipe-2|pengaturan makan dm tipe-2,1,0
Q44,metadata,3,B-0186,0.3496623039,0.6503376961,100,BAB III,D. Diabetes Melitus Tipe-2,aktivitas fisik dm tipe-2|gaya hidup dm tipe-2,1,0
Q44,metadata,4,B-0179,0.1180285811,0.8819714189,97,BAB III,D. Diabetes Melitus Tipe-2,edukasi dm tipe-2|gaya hidup dm tipe-2|pengaturan makan dm tipe-2,1,0
Q44,metadata,5,B-0180,0.0955191851,0.9044808149,97,BAB III,D. Diabetes Melitus Tipe-2,gaya hidup dm tipe-2|pengaturan makan dm tipe-2|edukasi dm tipe-2,1,0
Q45,baseline,1,A-0219,0.5575802922,0.4424197078,,,,,0,0
Q45,baseline,2,A-0187,0.5307241678,0.4692758322,,,,,0,0
Q45,baseline,3,A-0189,0.4215404391,0.5784595609,,,,,0,0
Q45,baseline,4,A-0190,0.3635289669,0.6364710331,,,,,0,0
Q45,baseline,5,A-0220,0.3408814669,0.6591185331,,,,,0,0
Q45,metadata,1,B-0219,0.5575802922,0.4424197078,116,BAB IV,G. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|pengaturan makan dm tipe-2|aktivitas fisik dm tipe-2,1,0
Q45,metadata,2,B-0187,0.5307241678,0.4692758322,101,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|gaya hidup dm tipe-2,1,0
Q45,metadata,3,B-0189,0.4215404391,0.5784595609,102,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|monitoring dm tipe-2,1,0
Q45,metadata,4,B-0190,0.3635289669,0.6364710331,102,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|dosis insulin|pemantauan hba1c,1,0
Q45,metadata,5,B-0220,0.3408814669,0.6591185331,117,BAB IV,G. Diabetes Melitus Tipe-2,monitoring dm tipe-2|komplikasi dm tipe-2|terapi medikamentosa dm tipe-2,1,0
Q46,baseline,1,A-0189,0.469332695,0.530667305,,,,,0,0
Q46,baseline,2,A-0187,0.4346146584,0.5653853416,,,,,0,0
Q46,baseline,3,A-0192,0.4153223634,0.5846776366,,,,,0,0
Q46,baseline,4,A-0191,0.367067039,0.632932961,,,,,0,0
Q46,baseline,5,A-0220,0.3642933369,0.6357066631,,,,,0,0
Q46,metadata,1,B-0189,0.469332695,0.530667305,102,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|monitoring dm tipe-2,1,0
Q46,metadata,2,B-0187,0.4346146584,0.5653853416,101,BAB III,D. Diabetes Melitus Tipe-2,terapi medikamentosa dm tipe-2|gaya hidup dm tipe-2,1,0
Q46,metadata,3,B-0192,0.4153223634,0.5846776366,103,BAB III,D. Diabetes Melitus Tipe-2,monitoring dm tipe-2|pemantauan hba1c|pemantauan glukosa,1,0
Q46,metadata,4,B-0191,0.367067039,0.632932961,103,BAB III,D. Diabetes Melitus Tipe-2,monitoring dm tipe-2|terapi medikamentosa dm tipe-2|gaya hidup dm tipe-2,1,0
Q46,metadata,5,B-0220,0.3642933369,0.6357066631,117,BAB IV,G. Diabetes Melitus Tipe-2,monitoring dm tipe-2|komplikasi dm tipe-2|terapi medikamentosa dm tipe-2,1,0
Q47,baseline,1,A-0192,0.579305172,0.420694828,,,,,0,0
Q47,baseline,2,A-0078,0.5058184862,0.4941815138,,,,,0,0
Q47,baseline,3,A-0077,0.4350816607,0.5649183393,,,,,0,0
Q47,baseline,4,A-0079,0.4162563086,0.5837436914,,,,,0,0
Q47,baseline,5,A-0007,0.3931937218,0.6068062782,,,,,0,0
Q47,metadata,1,B-0192,0.579305172,0.420694828,103,BAB III,D. Diabetes Melitus Tipe-2,monitoring dm tipe-2|pemantauan hba1c|pemantauan glukosa,1,0
Q47,metadata,2,B-0193,0.3501031399,0.6498968601,104,BAB III,D. Diabetes Melitus Tipe-2,komplikasi dm tipe-2|monitoring dm tipe-2,1,0
Q47,metadata,3,B-0220,0.30344069,0.69655931,117,BAB IV,G. Diabetes Melitus Tipe-2,monitoring dm tipe-2|komplikasi dm tipe-2|terapi medikamentosa dm tipe-2,1,0
